requirement_id,project_name,original_requirement,fixed_requirement,was_changed,ambiguity_type
17,2005_clarus_low,The Clarus system shall allow new EMS to be implemented that disseminate new observation types to be implemented as they become available.,The Clarus system shall allow new EMS to be implemented that disseminate new observation types to be implemented as new observation types become available.,True,Anaphoric Ambiguity
18,2005_clarus_low,The QEDC shall be configurable to allow new observation types to be implemented as they become available.,The QEDC shall be configurable to allow new observation types to be implemented as new observation types become available.,True,Anaphoric ambiguity
19,2005_clarus_low,The QEDC shall maintain observations and their associated quality flags for seven days.,The QEDC shall maintain observations and their associated quality flags for seven days.,False,Anaphoric ambiguity
20,2005_clarus_low,The QEDC shall support queries for its observations.,The QEDC shall support queries for the QEDC's observations.,True,Anaphoric Ambiguity
21,2005_clarus_low,The QEDC shall support queries against all of its available observation datasets.,The QEDC shall support queries against all of its available observation datasets.,False,Anaphoric ambiguity
22,2005_clarus_low,QEDS shall be able to disseminate new observation types as they become available.,QEDS shall be able to disseminate new observation types as new observation types become available.,True,Anaphoric ambiguity
23,2005_clarus_low,QEDS shall log their activities.,QEDS shall log the activities of QEDS.,True,Anaphoric ambiguity
24,2005_clarus_low,The Clarus system shall be able to base its quality checking process on values from multiple observations.,The Clarus system shall be able to base its quality checking process on values from multiple observations on the Clarus system.,True,Anaphoric Ambiguity
25,2005_clarus_low,The Clarus system shall be able to base its quality checking process on values distributed in time.,The Clarus system shall be able to base its quality checking process on values distributed in time.,False,Anaphoric ambiguity
26,2005_clarus_low,QChS shall be able to base its quality checking process on values distributed in time.,QChS shall be able to base its quality checking process on values distributed in time.,False,Anaphoric ambiguity
27,2005_clarus_low,QChS shall be able to use historical environmental data in their quality checking algorithms.,QChS shall be able to use historical environmental data in QChS's quality checking algorithms.,True,Anaphoric Ambiguity
28,2005_clarus_low,QChS shall be implemented to quality check new observation types as they become available.,Quality Control and Handling System (QChS) shall be implemented to quality check new observation types as they become available.,True,Anaphoric ambiguity
29,2005_clarus_low,QChS shall apply quality flags to data as they are received.,QChS shall apply quality flags to data as they are received.,False,Anaphoric ambiguity
30,2005_clarus_low,The SS shall record when it initiates actions.,The SS shall record when the SS initiates actions.,True,Anaphoric ambiguity
31,2005_clarus_low,The Clarus system shall track its constituent hosts.,The Clarus system shall track the constituent hosts.,True,Anaphoric Ambiguity
32,2005_clarus_low,The Clarus system shall be able to publish environmental data at three times the volume rate that it collects it.,The Clarus system shall be able to publish environmental data at three times the volume rate that the Clarus system collects.,True,Anaphoric ambiguity
33,2005_clarus_low,The contributors shall identify the intended use of their shared data and information.,The contributors shall identify the intended use of the contributors' shared data and information.,True,Anaphoric ambiguity
34,2005_clarus_low,The contributors shall identify the categories of recipients of their shared data and information.,The contributors shall identify the categories of recipients of the contributors' shared data and information.,True,Anaphoric ambiguity
35,2005_clarus_low,The contributors shall define the units of measurements of their shared data and information.,The contributors shall define the units of measurements of the contributors' shared data and information.,True,Anaphoric ambiguity
36,2005_clarus_low,The Clarus program shall determine how it will provide data and information to contributors.,The Clarus program shall determine how the Clarus program will provide data and information to contributors.,True,Anaphoric Ambiguity
37,2005_clarus_low,The Clarus program shall provide data and information statistics on its operation to contributors.,The Clarus program shall provide data and information statistics on the operation of the program to contributors.,True,Anaphoric ambiguity
38,2005_clarus_low,"The Clarus program shall inform contributors of the ""acceptance and use"" of their data and information.","The Clarus program shall inform contributors of the ""acceptance and use"" of their data and information.",False,Anaphoric ambiguity
39,2005_clarus_low,The contributors shall inform the Clarus program of known error(s) and modifications in its data and information.,The contributors shall inform the Clarus program of known error(s) and modifications in the Clarus program's data and information.,True,Anaphoric ambiguity
40,2005_clarus_low,The Clarus program shall determine its redistribution of shared data from contributors based upon Clarus Data Sharing Agreements.,The Clarus program shall determine the redistribution of shared data from contributors based upon Clarus Data Sharing Agreements.,True,Anaphoric ambiguity
41,2005_clarus_low,The Clarus program shall report successes and failures in data and information transmission to its contributors.,The Clarus program shall report successes and failures in data and information transmission to the contributors' contributions.,True,Anaphoric ambiguity
42,2005_clarus_low,The Clarus program shall maintain information about requestors and their access to data and information.,The Clarus program shall maintain information about requestors and the requestors' access to data and information.,True,Anaphoric ambiguity
43,2005_clarus_low,"The contributors shall provide the Clarus program with a timely notice of their intent to change, alter, replace, or eliminate any shared data and information as specified within this Clarus Data Sharing Agreement.","The contributors shall provide the Clarus program with a timely notice of their intent to change, alter, replace, or eliminate any shared data and information as specified within this Clarus Data Sharing Agreement.",False,Anaphoric ambiguity
44,2005_clarus_low,The Clarus program shall operate the Clarus system according to its published IT Security Plan.,The Clarus program shall operate the Clarus system according to the Clarus system's published IT Security Plan.,True,Anaphoric Ambiguity
45,2002_evla_back,Data Integrity Verification – The BE shall ensure that time series data is correctly ordered and contains valid data values along its entire extent.,Data Integrity Verification – The BE shall ensure that time series data is correctly ordered and contains valid data values along the entire extent of the data.,True,Anaphoric ambiguity
46,2002_evla_back,Offload – The BE shall be able to redistribute internal workload among its processors. This may involve change of destination IP address(es) for the Correlator network.,The BE shall be able to redistribute internal workload among the BE's processors. This may involve change of destination IP address(es) for the Correlator network.,True,Anaphoric ambiguity
47,2002_evla_back,"Auto-correction – the Backend System shall be self-monitoring.  It will be capable of detecting, reporting on and automatically taking action to remedy or lessen the impact of, at a minimum, the following types of abnormal conditions: processor hardware failure, operating system hangs or crashes, computational performance below minimum specifications, computational error rates above maximum specification, internal communications failures, and external (with the Correlator and E2E) communications disruptions.","The Backend System shall be self-monitoring. The Backend System will be capable of detecting, reporting on and automatically taking action to remedy or lessen the impact of, at a minimum, the following types of abnormal conditions: processor hardware failure, operating system hangs or crashes, computational performance below minimum specifications, computational error rates above maximum specification, internal communications failures, and external (with the Correlator and E2E) communications disruptions.",True,Anaphoric ambiguity
48,2002_evla_back,Software Accessibility – all systems and application source code shall be available to or on the systems that execute it.,Software Accessibility – all systems and application source code shall be available to or on the systems that execute the systems and application source code.,True,Anaphoric ambiguity
49,2002_evla_back,"Seamlessness – 3.7.1, above, shall be accomplished in a manner that is seamless, in that it does not affect hardware modules or software functionality that it meets at interfaces.","Seamlessness – 3.7.1, above, shall be accomplished in a manner that is seamless, in that it does not affect hardware modules or software functionality that Seamlessness – 3.7.1 meets at interfaces.",True,Anaphoric ambiguity
50,2002_evla_back,Performance – the Backend system shall ultimately be scaleable to an extent that it will be capable of handling up to two Gbytes per second per Correlator output channel in real-time.,Performance – the Backend system shall ultimately be scaleable to an extent that the Backend system will be capable of handling up to two Gbytes per second per Correlator output channel in real-time.,True,Anaphoric ambiguity
51,1999_multi_mahjong,The MultiMahjongServer will allow connections from MultiMahjongClients and communicate with them using IP.,The MultiMahjongServer will allow connections from MultiMahjongClients and communicate with MultiMahjongClients using IP.,True,Anaphoric ambiguity
52,1999_multi_mahjong,"The MultiMahjongServer will serve as a node for MultiMahjongClients. That is, it will be able to relay data received from one MultiMahjongClient to other MultiMahjongClients that request it.","The MultiMahjongServer will serve as a node for MultiMahjongClients. That is, it will be able to relay data received from one MultiMahjongClient to other MultiMahjongClients that request the MultiMahjongServer.",True,Anaphoric ambiguity
53,1999_multi_mahjong,"The MultiMahjongServer will automate the game initialisation functions (as opposed to the MultiMahjongClient doing them), such as: randomising tile order, randomising seating position and storing the ""Game Info"" database.","The MultiMahjongServer will automate the game initialisation functions (as opposed to the MultiMahjongClient doing the game initialisation functions), such as: randomising tile order, randomising seating position and storing the ""Game Info"" database.",True,Anaphoric ambiguity
54,1999_multi_mahjong,The MultiMahjongServer will allow players on MultiMahjongClient programs to modify their own names and icons during gameplay (as opposed to only at the beginning).,The MultiMahjongServer will allow players on MultiMahjongClient programs to modify their own names and icons during gameplay (as opposed to only at the beginning).,False,Anaphoric ambiguity
55,1999_multi_mahjong,The MultiMahjongServer will support an architecture whereby all Computer Opponents (CO) required will reside on it instead of on the MultiMahjongClient programs.,The MultiMahjongServer will support an architecture whereby all Computer Opponents (CO) required will reside on the MultiMahjongServer instead of on the MultiMahjongClient programs.,True,Anaphoric ambiguity
56,1999_multi_mahjong,"When the user begins the MultiMahjongClient program, they will be able to choose to create a new multi player game, to create a new single player game, to join an existing multi player game, or to quit the program. These options will be available at any stage while the program is running as long as there is no game currently being played by the user (see Section 4.4 for more details about quitting).","When the user begins the MultiMahjongClient program, the user will be able to choose to create a new multi player game, to create a new single player game, to join an existing multi player game, or to quit the program. These options will be available at any stage while the program is running as long as there is no game currently being played by the user (see Section 4.4 for more details about quitting).",True,Anaphoric ambiguity
57,1999_multi_mahjong,"When a user creates a new multi player game, they must: 1-Enter their name. 2- Choose an icon from a predetermined list. 3- Decide the number of human and computer opponents they want. As any game of Mahjong requires 4 players, the MultiMahjongClient will limit the user to choosing 4 players in total. 4- Set the score limit for winning a hand of Mahjong. 5- When all the necessary human players have joined the game, the user may choose to begin the game.","When a user creates a new multi player game, the user must: 1-Enter the user's name. 2- Choose an icon from a predetermined list. 3- Decide the number of human and computer opponents the user wants. As any game of Mahjong requires 4 players, the MultiMahjongClient will limit the user to choosing 4 players in total. 4- Set the score limit for winning a hand of Mahjong. 5- When all the necessary human players have joined the game, the user may choose to begin the game.",True,Anaphoric Ambiguity
58,1999_multi_mahjong,"When a user creates a new single player game, they must: 1- Enter their name. 2- Choose an icon from a predetermined list. 3- Set the score limit for winning a hand of Mahjong.","When a user creates a new single player game, the user must: 1- Enter the user's name. 2- Choose an icon from a predetermined list. 3- Set the score limit for winning a hand of Mahjong.",True,Anaphoric ambiguity
59,1999_multi_mahjong,"When a user wishes to join a multi player game, they must: 1- Enter their name. 2- Choose an icon from a predetermined list. 3- Choose which of the available games they wish to join.","When a user wishes to join a multiplayer game, the user must: 1- Enter the user's name. 2- Choose an icon from a predetermined list. 3- Choose which of the available games the user wishes to join.",True,Anaphoric ambiguity
60,1999_multi_mahjong,"In a multi player game, each MultiMahjongClient must retrieve the following data from the MultiMahjongServer: 1- Whether it must support a CO. 2- The score limit for a hand. 3- All players' names, icons and seating positions. 4- The tiles of the human and CO (optional) player supported on the MultiMahjongClient.","In a multi player game, each MultiMahjongClient must retrieve the following data from the MultiMahjongServer: 1- Whether it must support a CO. 2- The score limit for a hand. 3- All players' names, icons and seating positions. 4- The tiles of the human and CO (optional) player supported on the MultiMahjongClient.",False,None
61,1999_multi_mahjong,The MultiMahjongClient will save the user preferences in a file and read them in when the program begins.,The MultiMahjongClient will save the user preferences in a file and read the user preferences in when the program begins.,True,Anaphoric ambiguity
62,1999_multi_mahjong,"Any user who creates or joins a game will be able to upload their own JPEG or GIF image that they wish to have displayed above their name, if they do not wish to use a preset icon.","Any user who creates or joins a game will be able to upload their own JPEG or GIF image that the user wishes to have displayed above their name, if the user does not wish to use a preset icon.",True,Anaphoric ambiguity
63,1999_multi_mahjong,The MultiMahjongClient will inform the user whose turn it is to pick up a tile.,The MultiMahjongClient will inform the user whose turn the MultiMahjongClient is to pick up a tile.,True,Anaphoric ambiguity
64,1999_multi_mahjong,"User's will be able to pick up a tile from the wall if it is their turn. If they choose to pick up, the MultiMahjongClient must send this information to the MultiMahjongServer.","Users will be able to pick up a tile from the wall if it is the user's turn. If they choose to pick up, the MultiMahjongClient must send this information to the MultiMahjongServer.",True,Anaphoric ambiguity
65,1999_multi_mahjong,"User's will be able to discard a tile if they have picked one up. When they choose to discard, the MultiMahjongClient must send this information to the MultiMahjongServer.","Users will be able to discard a tile if they have picked one up. When they choose to discard, the MultiMahjongClient must send this information to the MultiMahjongServer.",True,Anaphoric ambiguity
66,1999_multi_mahjong,User's will be able to Undo their last move if playing in single player mode.,Users will be able to Undo the last move if playing in single player mode.,True,Anaphoric ambiguity
67,1999_multi_mahjong,User's will be able to Save their game if playing in single player mode.,Users will be able to Save the user's game if playing in single player mode.,True,Anaphoric Ambiguity
68,1999_multi_mahjong,User's will be able to change their icons/pictures and names during the game.,Users will be able to change their icons/pictures and names during the game.,True,Anaphoric ambiguity
69,1999_multi_mahjong,"If a user leaves the game prematurely, a new CO is created on another user's machine to fill their place. This CO will take over the user's current position and circumstance within the game. This CO will play at an ability level as defined in the Level 2 Requirements for the CO (see Section 4.5.6).","If a user leaves the game prematurely, a new CO is created on another user's machine to fill the user's place. The CO will take over the user's current position and circumstance within the game. The CO will play at an ability level as defined in the Level 2",True,Anaphoric ambiguity
70,1999_multi_mahjong,"If a user leaves the game prematurely, a new CO is created on another user's machine to fill their place. The user who created the game will decide at what level (see Section 4.5.8) the CO will play at.","If a user leaves the game prematurely, a new CO is created on another user's machine to fill the other user's place. The user who created the game will decide at what level (see Section 4.5.8) the CO will play at.",True,Anaphoric ambiguity
71,1999_multi_mahjong,The CO will be able to perform look ahead algorithms to determine its best move in the Intermediate and Advanced levels.,The CO will be able to perform look ahead algorithms to determine the CO's best move in the Intermediate and Advanced levels.,True,Anaphoric ambiguity
72,1999_multi_mahjong,The coding standard will be the same as that suggested by Sun Microsystems. This document is available in PDF in our repository at: MultiMahjong/doc/SQAP/CodeConventions.pdf or online at: ftp://ftp.javasoft.com/docs/codeconv/CodeConventions.pdf,The coding standard will be the same as the coding standard suggested by Sun Microsystems. This document is available in PDF in our repository at: MultiMahjong/doc/SQAP/CodeConventions.pdf or online at: ftp://ftp.javasoft.com/docs/codeconv/CodeConventions.pdf,True,Anaphoric ambiguity
73,1999_multi_mahjong,"A section added to the manual which details some technical information on the MultiMahjong product, including: 1- The languages we used to write the MultiMahjong product and a history of how it developed. 2- A brief description of how the MultiMahjongServer and MultiMahjongClients interact.","A section added to the manual which details some technical information on the MultiMahjong product, including: 1- The languages we used to write the MultiMahjong product and a history of how the MultiMahjong product developed. 2- A brief description of how the MultiMahjongServer and MultiMahjongClients interact.",True,Anaphoric ambiguity
74,1999_multi_mahjong,The manual will contain the following sections: 1- How to install the MultiMahjongClient program. 2- How to begin a single/multi player game or join a multi player game (see Section 4.2) 3. How to play a game of MultiMahjong (which describes the rules and scoring in a game of Chinese Mahjong).  4- An explanation of what all parts of the GUI do (see Section 6.3) and how to use them. 5- Troubleshooting guide,The manual will contain the following sections: 1- How to install the MultiMahjongClient program. 2- How to begin a single/multi player game or join a multi player game (see Section 4.2) 3. How to play a game of MultiMahjong (which describes the rules and scoring in a game of Chinese Mahjong).  4- An explanation of what all parts of the GUI do (see Section 6.3) and how to use them. 5- Troubleshooting guide,False,None
75,tachonet,FUN-02 The system must allow a member of the network to send a bulk request on all or a large part of its driver’s smart card holders to a particular or all members of the network.,The system must allow a member of the network to send a bulk request on all or a large part of the driver's smart card holders to a particular or all members of the network.,True,Anaphoric ambiguity
76,tachonet,FUN-03 The system must allow a member to do statistics on messages issued and received from/to his system.,The system must allow a member to do statistics on messages issued and received from/to the system.,True,Anaphoric Ambiguity
77,tachonet,"FUN-14  The system must allow a Member State (through its Card Issuing Authority) to ask for the status of card (lost, stolen,…) to the corresponding Card Issuing Authority of the Member State having issued the card.","The system must allow a Member State (through its Card Issuing Authority) to ask for the status of card (lost, stolen,…) to the corresponding Card Issuing Authority of the Member State having issued the card.",True,Anaphoric ambiguity
78,tachonet,"FUN-15  The system must allow a Member State (through its Card Issuing Authority) to send card status modification requests (lost, stolen,…) to the corresponding Card Issuing Authority of the Member State having issued the card.","The system must allow a Member State (through the Card Issuing Authority of the Member State) to send card status modification requests (lost, stolen,…) to the corresponding Card Issuing Authority of the Member State having issued the card.",True,Anaphoric ambiguity
79,tachonet,"FUN-16 The system must allow enforcement authorities (through its Card Issuing Authority) to ask for driver’s card status (based on either card number + issuing Member State code or driver’s surname, first names, date of birth and issuing Member State code) to the corresponding Card Issuing Authority of the Member State having issued the card.","The system must allow enforcement authorities (through the Card Issuing Authority) to ask for driver's card status (based on either card number + issuing Member State code or driver's surname, first names, date of birth and issuing Member State code) to the corresponding Card Issuing Authority of the Member State having issued the card.",True,Anaphoric ambiguity
80,tachonet,FUN-17 The system must allow enforcement authorities (through its Card Issuing Authority) to ask for workshop card status (based on workshop card number + issuing Member State code) to the corresponding Card Issuing Authority of the Member State having issued the card.,The system must allow enforcement authorities (through the Card Issuing Authority) to ask for workshop card status (based on workshop card number + issuing Member State code) to the corresponding Card Issuing Authority of the Member State having issued the card.,True,Anaphoric ambiguity
81,tachonet,USA-03  The system must make it easy to correct mistakes.,The system must make correcting mistakes easy.,True,Anaphoric ambiguity
82,tachonet,"REL-02  The system must function reliably, with few or no interruptions in its first operational year and fewer still thereafter.","The system must function reliably, with few or no interruptions in the system's first operational year and fewer still thereafter.",True,Anaphoric ambiguity
83,tachonet,PER-01  The system should be able to cover more than one contact point per country depending on the administrative organisation adopted by each country and able to work in a multi hierarchical environment. This is no longer the case since everybody agrees upon having a single point of contact per Member State (even though the Member State is organized with several Card Issuing Authorities – up to the Member State to manage its own organisation).,The system should be able to cover more than one contact point per country depending on the administrative organisation adopted by each country and able to work in a multi hierarchical environment. This is no longer the case since everybody agrees upon having a single point of contact per Member State (even though the Member State is organized with several Card Issuing Authorities – up to the Member State to manage its own organisation).,True,Anaphoric ambiguity
84,tachonet,PER-03  The system must be able to establish and keep the dialog with the Members systems despite the various technical environments and technologies used on their sites.,The system must be able to establish and keep the dialog with the Members' systems despite the various technical environments and technologies used on the Members' sites.,True,Anaphoric ambiguity
85,tachonet,SUP-03  The system must be designed so that it can migrate to upgraded hardware or new versions of the operating systems involved.,The system must be designed so that the system can migrate to upgraded hardware or new versions of the operating systems involved.,True,Anaphoric ambiguity
86,tachonet,DES-01  The system must be designed and documented with the expectation that its operational lifetime will be many years.,The system must be designed and documented with the expectation that the system's operational lifetime will be many years.,True,Anaphoric ambiguity
87,tachonet,DES-02  Each Member of this network will organise its data about smart card holders with no constraints or recommendations on operating system and/or technology used. The system will be able to dialog with these environments or specify a generic interface to dialog with the Member’s applications.,Each Member of the network will organise the Member's data about smart card holders with no constraints or recommendations on operating system and/or technology used. The system will be able to dialog with the environments or specify a generic interface to dialog with the Member's applications.,True,None
88,2005_pontis,6.19 Privileged users shall be able to delete an existing inspection unless it is “locked down”.,6.19 Privileged users shall be able to delete an existing inspection unless the inspection is “locked down”.,True,Anaphoric ambiguity
89,2005_pontis,22.4 The administrator shall be able to edit the DATADICT table or its successor(s) through a GUI window.,The administrator shall be able to edit the DATADICT table or its successor(s)'s through a GUI window.,True,Anaphoric ambiguity
90,2005_pontis,21.8 The system shall be capable of operating with a single-sign-on authentication mechanism based on Active Directory Services or the LDAP standard.( It should be recognized that the Virtis/Opis application authentication/security control approach may need to be revised to accomplish this capability globally in the AASHTO BRIDGEWare software suite.),The system shall be capable of operating with a single-sign-on authentication mechanism based on Active Directory Services or the LDAP standard. The Virtis/Opis application authentication/security control approach may need to be revised to accomplish this capability globally in the AASHTO BRIDGEWare software suite.,True,Anaphoric ambiguity
91,2005_pontis,"5.1 The software, through its user interface, will clearly identify the product name (Pontis 5.0.x), the licensee, the connected user, and the organization that developed the system (AASHTO). Additional session identification information will be available on demand.27(27 Pontis 4.x Help About and SysInfo windows provide examples.) The overall look and feel of the product will be that of a professional and conservative application.","The software, through the user interface, will clearly identify the product name (Pontis 5.0.x), the licensee, the connected user, and the organization that developed the system (AASHTO).",False,Anaphoric ambiguity
92,2005_pontis,"5.2 The application should look and feel consistent in the web and standalone operating environments, therefore it will conform to standard .NET standalone and web application conventions with necessary accommodations for the deployment environment only where these prove necessary and appropriate.","The application should look and feel consistent in the web and standalone operating environments, therefore it will conform to standard.NET standalone and web application conventions with necessary accommodations for the deployment environment only where these prove necessary and appropriate.",True,Anaphoric ambiguity
93,2005_pontis,"5.2 The system developer shall consider supporting existing custom forms and reports developed in PowerBuilder 9. It shall decide on a development tool for users so that they can continue to customize Pontis and extend its capability. For example, custom forms and reports created with PowerBuilder 9 may be migrated to a .NET application by using the Sybase DataWindow .NET technology which is available in PowerBuilder 10.","The system developer shall consider supporting existing custom forms and reports developed in PowerBuilder 9. The system shall decide on a development tool for users so that they can continue to customize Pontis and extend the system's capability. For example, custom forms and reports created with PowerBuilder 9 may be migrated to a.NET application by using the Sybase DataWindow.NET technology which is available in PowerBuilder 10.",True,None
94,2005_pontis,"The Pontis application server (ASP.NET) software will run on a server located within a (presumably) secure facility at each agency. Because it is an ASP.NET application, the end users can vary in location depending on the network accessibility of the server. The Pontis database, and any other databases to be accessed from Pontis may be co-located on the same server machine, but at a minimum must be accessible from the Pontis application server via standard database communication and connection protocols.",The Pontis application server (ASP.NET) software will run on a server located within a (presumably),False,Anaphoric ambiguity
95,2005_pontis,"Pontis 5.0 will be designed to be used with Internet Explorer; it may work correctly with other browsers but this cannot be guaranteed. Given the predominance of IE in the browser market, it does not appear to be necessary to consider support for other browsers, although this may need to be reconsidered if external customers are running the application(s) and need to employ different browser technology such as Netscape or Mozilla FireFox.","Pontis 5.0 will be designed to be used with Internet Explorer; Pontis 5.0 may work correctly with other browsers but this cannot be guaranteed. Given the predominance of IE in the browser market, Pontis 5.0 does not appear to be necessary to consider support for other browsers, although this may need to be reconsidered if external customers are running the application(s) and need to employ different browser technology such as Netscape or Mozilla FireFox.",True,Anaphoric ambiguity
96,2005_pontis,"Standalone capabilities will require a workstation running the latest .NET Framework, presumably Windows XP Professional (SP2) or its successor. Some capabilities may require a network connection. The workstation’s hardware requirements will be similar to those of the existing Pontis 4.4 application. There will continue to be a standalone/runtime database engine provided with the application for offline work. The offline database is assumed to be Sybase Adaptive Server Anywhere release 9 or above.","Standalone capabilities will require a workstation running the latest.NET Framework, presumably Windows XP Professional (SP2) or Windows XP Professional (SP2)'s successor. Some capabilities may require a network connection. The workstation's hardware requirements will be similar to those of the existing Pontis 4.4 application. There will continue to be a standalone/runtime database engine provided with the application for offline work. The offline database is assumed to be Sybase Adaptive Server Anywhere release 9 or above.",True,Anaphoric ambiguity
97,2005_pontis,"5.6 Pontis 5.0 in production is intended to be supported through complete and sufficient on-line help and documentation and equivalent printed documentation, with occasional additional assistance provided through the Pontis Support Center. Pontis 5.0 will also continue to provide field-level help where applicable. As with the existing Pontis 4.x product, it is assumed that support will be provided by telephone, via e-mail, and through an on-line issues tracking system.","5.6 Pontis 5.0 in production is intended to be supported through complete and sufficient on-line help and documentation and equivalent printed documentation, with occasional additional assistance provided through the Pontis Support Center. Pontis 5.0 will also continue to provide field-level help where applicable. As with the existing Pontis 4.x product, Pontis 4.x is assumed that support will be provided by telephone, via e-mail, and through an on-line issues tracking system.",True,Anaphoric ambiguity
98,2001_hats,"[SRSreq 03]When collecting generated output files from HATS-SML, the HATS-GUI shall overwrite any file whose name is generated automatically. For example, given a transformation language program X.tlp, the file X.tlp.parsed is generated when the parser is executed. If X.tlp.parsed existed prior to executing the parser, it shall be overwritten without prompting the user.","When collecting generated output files from HATS-SML, the HATS-GUI shall overwrite any file whose name is generated automatically. For example, given a transformation language program X.tlp, the file X.tlp.parsed is generated when the parser is executed. If X.tlp.parsed existed prior to executing the parser, X.tlp.parsed shall be overwritten without prompting the user.",True,Anaphoric ambiguity
99,2001_hats,[SRSreq 20] The Application/Save-as menu item shall provide an interface for saving an application and its associated files under a different name.,The Application/Save-as menu item shall provide an interface for saving an application and the application's associated files under a different name.,True,Anaphoric ambiguity
100,2001_hats,[SRSreq 54] There shall be exactly one file describing the grammar of inputs associated with an application. It shall have the file extension .grm.,There shall be exactly one file describing the grammar of inputs associated with an application. The file shall have the file extension.grm.,True,Anaphoric ambiguity
101,2001_hats,[SRSreq 58] An application shall have associated with it an application configuration. The application configuration elements are given in Table 6.,An application shall have associated with the application an application configuration. The application configuration elements are given in Table 6.,True,Anaphoric ambiguity
102,2001_hats,"[SRSreq 78] When a user selects the Application/Delete menu item, the HATS-GUI shall prompt the user to confirm the deletion operation. If the user confirms, all files in the application directory shall be deleted and the application directory itself shall be deleted. No application is currently selected at the end of this operation.","When a user selects the Application/Delete menu item, the HATS-GUI shall prompt the user to confirm the deletion operation. If the user confirms, the files in the application directory shall be deleted and the application directory itself shall be deleted. No previously selected application is currently selected at the end of this operation.",True,Anaphoric ambiguity
103,2001_hats,"[SRSreq 96] To perform a transformation in an application, the HATS-GUI shall execute the following sequence of actions: • The HATS-GUI shall confirm that the transformation language program exists. (It is an error if the program does not exist.) • The HATS-GUI shall check that the parser file is younger than the grammar and lexical specification files and that the parser file was generated from the grammar and lexical specification files. If this is not the case, the HATS-GUI shall generate a new parser file. • The HATS-GUI shall check that a parsed version of the transformation language program exists and is younger than the parser file and the transformation language program file. If it is not, the HATS-GUI shall generate a new parsed version of the transformation language program. • The HATS-GUI shall start the FindTarget program using the transformation language program as input. • The HATS-GUI shall take the list of target program files generated by FindTarget, and for each file in the list it shall check that a parsed version of the target program exists and is younger than the target parser file and the target program file. If it is not, the HATS-GUI shall generate a new parsed version of the target program. • The HATS-GUI shall start the ApplyTransformation program in HATS-SML and pass the parsed transformation language program file name, the user defined library file name, and the output file name to the ApplyTransformation program. The HATS-GUI shall redirect the standard output and standard error streams and capture any text written to those streams.",The HATS-GUI shall capture any text written to those streams.,False,Anaphoric ambiguity
