gt_original,gt_fixed,gt_explanation,pred_original,pred_fixed,pred_explanation,was_changed,approach,requirement_id,similarity_score,exact_match,bleu_1,bleu_2,bleu_3,bleu_4,semantic_similarity,gt_is_ambiguous,pred_is_ambiguous,correct_prediction
QChS shall apply quality flags to data as they are received.,QChS shall apply quality flags to data as the data are received.,'they' is replaced with 'the data' to avoid ambiguity with other plural nouns.,QChS shall apply quality flags to data as they are received.,QChS shall apply quality flags to data as they are received.,No changes made - no ambiguous pronouns detected,False,few-shot,29,1.0000002,False,0.8433740467435463,0.7967818356789772,0.7438088875325772,0.676130446299448,0.9908415,True,False,False
The SS shall record when it initiates actions.,The SS shall record when the SS initiates actions.,'it' is replaced with 'the SS' for explicit reference.,The SS shall record when it initiates actions.,The SS shall record when it initiates actions.,No changes made - no ambiguous pronouns detected,False,few-shot,30,1.0000001,False,0.7954127260572175,0.730633242658635,0.6507772854145167,0.5341735956899847,0.98220605,True,False,False
The Clarus system shall track its constituent hosts.,The Clarus system shall track the Clarus system's constituent hosts.,'its' is replaced with 'the Clarus system's' to clarify ownership.,The Clarus system shall track its constituent hosts.,The Clarus system shall track its constituent hosts.,No changes made - no ambiguous pronouns detected,False,few-shot,31,0.9999999,False,0.6369167205100349,0.5850453652111616,0.5211017134000706,0.42773277771953144,0.9724957,True,False,False
The Clarus system shall be able to publish environmental data at three times the volume rate that it collects it.,The Clarus system shall be able to publish environmental data at three times the volume rate that the Clarus system collects the environmental data.,'it collects it' is replaced with 'the Clarus system collects the environmental data' to resolve both pronoun references.,The Clarus system shall be able to publish environmental data at three times the volume rate that it collects it.,The Clarus system shall be able to publish environmental data at three times the volume rate that it collects it.,No changes made - no ambiguous pronouns detected,False,few-shot,32,1.0,False,0.747844919755263,0.7032170438051525,0.687186605102536,0.67488785373322,0.9753877,True,False,False
The contributors shall identify the intended use of their shared data and information.,The contributors shall identify the intended use of the contributors' shared data and information.,'their' is replaced with 'the contributors'' to specify ownership.,The contributors shall identify the intended use of their shared data and information.,The contributors shall identify the intended use of their shared data and information.,No changes made - no ambiguous pronouns detected,False,few-shot,33,0.9999999,False,0.8049580497680259,0.7684051304872667,0.7280571686408656,0.6783686168526631,0.9744985,True,False,False
The contributors shall identify the categories of recipients of their shared data and information.,The contributors shall identify the categories of recipients of the contributors' shared data and information.,'their' is replaced with 'the contributors'' for clarity.,The contributors shall identify the categories of recipients of their shared data and information.,The contributors shall identify the categories of recipients of their shared data and information.,No changes made - no ambiguous pronouns detected,False,few-shot,34,1.0,False,0.816828431106751,0.7827788133896567,0.7456112609336273,0.7004189910884179,0.98098236,True,False,False
The contributors shall define the units of measurements of their shared data and information.,The contributors shall define the units of measurements of the contributors' shared data and information.,'their' is replaced with 'the contributors'' to specify what is being measured.,The contributors shall define the units of measurements of their shared data and information.,The contributors shall define the units of measurements of their shared data and information.,No changes made - no ambiguous pronouns detected,False,few-shot,35,0.9999999,False,0.816828431106751,0.7827788133896567,0.7456112609336273,0.7004189910884179,0.95821667,True,False,False
The Clarus program shall determine how it will provide data and information to contributors.,The Clarus program shall determine how the Clarus program will provide data and information to contributors.,'it' is replaced with 'the Clarus program' for explicit reference.,The Clarus program shall determine how it will provide data and information to contributors.,The Clarus program shall determine how it will provide data and information to contributors.,No changes made - no ambiguous pronouns detected,False,few-shot,36,1.0000002,False,0.816828431106751,0.7827788133896567,0.7456112609336273,0.7004189910884179,0.98327947,True,False,False
The Clarus program shall provide data and information statistics on its operation to contributors.,The Clarus program shall provide data and information statistics on the Clarus program's operation to contributors.,'its' is replaced with 'the Clarus program's' to clarify ownership.,The Clarus program shall provide data and information statistics on its operation to contributors.,The Clarus program shall provide data and information statistics on its operation to contributors.,No changes made - no ambiguous pronouns detected,False,few-shot,37,1.0,False,0.7641487028727831,0.7322950476607851,0.6975245427216406,0.6552468586120134,0.9876857,True,False,False
"The Clarus program shall inform contributors of the ""acceptance and use"" of their data and information.","The Clarus program shall inform contributors of the ""acceptance and use"" of the contributors' data and information.",'their' is replaced with 'the contributors'' to specify whose data is being used.,"The Clarus program shall inform contributors of the ""acceptance and use"" of their data and information.","The Clarus program shall inform contributors of the ""acceptance and use"" of their data and information.",No changes made - no ambiguous pronouns detected,False,few-shot,38,1.0000001,False,0.8527145932916139,0.8259770532978957,0.7976820237291303,0.7643838122940672,0.96824586,True,False,False
The contributors shall inform the Clarus program of known error(s) and modifications in its data and information.,The contributors shall inform the Clarus program of known error(s) and modifications in the contributors' data and information.,'its' is replaced with 'the contributors'' to clarify ownership of the data.,The contributors shall inform the Clarus program of known error(s) and modifications in its data and information.,The contributors shall inform the Clarus program of known error(s) and modifications in its data and information.,No changes made - no ambiguous pronouns detected,False,few-shot,39,1.0000001,False,0.8658632789302029,0.8417153086529764,0.816426487449665,0.7869685946580969,0.96998745,True,False,False
The Clarus program shall determine its redistribution of shared data from contributors based upon Clarus Data Sharing Agreements.,The Clarus program shall determine the Clarus program's redistribution of shared data from contributors based upon Clarus Data Sharing Agreements.,'its' is replaced with 'the Clarus program's' to specify what is being redistributed.,The Clarus program shall determine its redistribution of shared data from contributors based upon Clarus Data Sharing Agreements.,The Clarus program shall determine its redistribution of shared data from contributors based upon Clarus Data Sharing Agreements.,No changes made - no ambiguous pronouns detected,False,few-shot,40,1.0000001,False,0.8089954726959806,0.7836287802808216,0.756784451590997,0.7251934567707323,0.99310076,True,False,False
The Clarus program shall report successes and failures in data and information transmission to its contributors.,The Clarus program shall report successes and failures in data and information transmission to the Clarus program's contributors.,'its' is replaced with 'the Clarus program's' to clarify relationship.,The Clarus program shall report successes and failures in data and information transmission to its contributors.,The Clarus program shall report successes and failures in data and information transmission to its contributors.,No changes made - no ambiguous pronouns detected,False,few-shot,41,1.0000001,False,0.7889161716922352,0.7606753700913703,0.7303879519810962,0.7109977641222338,0.98762584,True,False,False
The Clarus program shall maintain information about requestors and their access to data and information.,The Clarus program shall maintain information about requestors and the requestors' access to data and information.,'their' is replaced with 'the requestors'' to specify whose access is being tracked.,The Clarus program shall maintain information about requestors and their access to data and information.,** The Clarus program shall maintain information about requestors and requestors' access to data and information.,No changes made - no ambiguous pronouns detected,True,few-shot,42,0.99999994,False,0.8947368421052632,0.8634894527947167,0.8307738286133991,0.7912619863720214,0.9679197,True,True,True
"The contributors shall provide the Clarus program with a timely notice of their intent to change, alter, replace, or eliminate any shared data and information as specified within this Clarus Data Sharing Agreement.","The contributors shall provide the Clarus program with a timely notice of the contributors' intent to change, alter, replace, or eliminate any shared data and information as specified within this Clarus Data Sharing Agreement.",'their' is replaced with 'the contributors'' to clarify whose intent is being communicated.,"The contributors shall provide the Clarus program with a timely notice of their intent to change, alter, replace, or eliminate any shared data and information as specified within this Clarus Data Sharing Agreement.","The contributors shall provide the Clarus program with a timely notice of their intent to change, alter, replace, or eliminate any shared data and information as specified within this Clarus Data Sharing Agreement.",No changes made - no ambiguous pronouns detected,False,few-shot,43,1.0000001,False,0.9217760062763666,0.9081617767100041,0.894464553064971,0.8790730961302519,0.99135756,True,False,False
The Clarus program shall operate the Clarus system according to its published IT Security Plan.,The Clarus program shall operate the Clarus system according to the Clarus program's published IT Security Plan.,'its' is replaced with 'the Clarus program's' to specify ownership of the plan.,The Clarus program shall operate the Clarus system according to its published IT Security Plan.,The Clarus program shall operate the Clarus system according to its published IT Security Plan.,No changes made - no ambiguous pronouns detected,False,few-shot,44,1.0000001,False,0.7772147982941253,0.7472767486130323,0.7149058172242594,0.6759531227215545,0.9911244,True,False,False
Data Integrity Verification – The BE shall ensure that time series data is correctly ordered and contains valid data values along its entire extent.,Data Integrity Verification – The BE shall ensure that time series data is correctly ordered and contains valid data values along the time series data's entire extent.,'its' is replaced with 'the time series data's' to clarify what has an extent.,Data Integrity Verification – The BE shall ensure that time series data is correctly ordered and contains valid data values along its entire extent.,Data Integrity Verification – The BE shall ensure that time series data is correctly ordered and contains valid data values along its entire extent.,No changes made - no ambiguous pronouns detected,False,few-shot,45,1.0,False,0.818058037407563,0.7993817314805537,0.7801208358176573,0.7580040863912637,0.99466974,True,False,False
Offload – The BE shall be able to redistribute internal workload among its processors. This may involve change of destination IP address(es) for the Correlator network.,Offload – The BE shall be able to redistribute internal workload among the BE's processors. This may involve change of destination IP address(es) for the Correlator network.,'its' is replaced with 'the BE's' to specify which processors.,Offload – The BE shall be able to redistribute internal workload among its processors. This may involve change of destination IP address(es) for the Correlator network.,Offload – The BE shall be able to redistribute internal workload among its processors. This may involve change of destination IP address(es) for the Correlator network.,No changes made - no ambiguous pronouns detected,False,few-shot,46,1.0000001,False,0.9072783801617101,0.8910030074188473,0.8744674692229978,0.8557309221341731,0.94425154,True,False,False
"Auto-correction – the Backend System shall be self-monitoring.  It will be capable of detecting, reporting on and automatically taking action to remedy or lessen the impact of, at a minimum, the following types of abnormal conditions: processor hardware failure, operating system hangs or crashes, computational performance below minimum specifications, computational error rates above maximum specification, internal communications failures, and external (with the Correlator and E2E) communications disruptions.","Auto-correction – the Backend System shall be self-monitoring.  The Backend System will be capable of detecting, reporting on and automatically taking action to remedy or lessen the impact of, at a minimum, the following types of abnormal conditions: processor hardware failure, operating system hangs or crashes, computational performance below minimum specifications, computational error rates above maximum specification, internal communications failures, and external (with the Correlator and E2E) communications disruptions.",'It' is replaced with 'The Backend System' for explicit reference.,"Auto-correction – the Backend System shall be self-monitoring.  It will be capable of detecting, reporting on and automatically taking action to remedy or lessen the impact of, at a minimum, the following types of abnormal conditions: processor hardware failure, operating system hangs or crashes, computational performance below minimum specifications, computational error rates above maximum specification, internal communications failures, and external (with the Correlator and E2E) communications disruptions.","Auto-correction – the Backend System shall be self-monitoring.  It will be capable of detecting, reporting on and automatically taking action to remedy or lessen the impact of, at a minimum, the following types of abnormal conditions: processor hardware failure, operating system hangs or crashes, computational performance below minimum specifications, computational error rates above maximum specification, internal communications failures, and external (with the Correlator and E2E) communications disruptions.",No changes made - no ambiguous pronouns detected,False,few-shot,47,1.0,False,0.9631185381279787,0.9568481180845461,0.9507008442656161,0.9439359387153414,0.9955863,True,False,False
Software Accessibility – all systems and application source code shall be available to or on the systems that execute it.,Software Accessibility – all systems and application source code shall be available to or on the systems that execute the source code.,'it' is replaced with 'the source code' to clarify what is being executed.,Software Accessibility – all systems and application source code shall be available to or on the systems that execute it.,Software Accessibility – all systems and application source code shall be available to or on the systems that execute it.,No changes made - no ambiguous pronouns detected,False,few-shot,48,0.99999994,False,0.8658632789302029,0.8417153086529764,0.8329244983425178,0.8261095122056145,0.9916018,True,False,False
"Seamlessness – 3.7.1, above, shall be accomplished in a manner that is seamless, in that it does not affect hardware modules or software functionality that it meets at interfaces.","Seamlessness – 3.7.1, above, shall be accomplished in a manner that is seamless, in that the manner does not affect hardware modules or software functionality that the manner meets at interfaces.",Both instances of 'it' are replaced with 'the manner' to clarify what is being referred to.,"Seamlessness – 3.7.1, above, shall be accomplished in a manner that is seamless, in that it does not affect hardware modules or software functionality that it meets at interfaces.","Seamlessness – 3.7.1, above, shall be accomplished in a manner that is seamless, in that it does not affect hardware modules or software functionality that it meets at interfaces.",No changes made - no ambiguous pronouns detected,False,few-shot,49,1.0,False,0.8841518831475701,0.8533103745105854,0.821773973417111,0.7858922558756601,0.9931112,True,False,False
Performance – the Backend system shall ultimately be scaleable to an extent that it will be capable of handling up to two Gbytes per second per Correlator output channel in real-time.,Performance – the Backend system shall ultimately be scaleable to an extent that the Backend system will be capable of handling up to two Gbytes per second per Correlator output channel in real-time.,'it' is replaced with 'the Backend system' for explicit reference.,Performance – the Backend system shall ultimately be scaleable to an extent that it will be capable of handling up to two Gbytes per second per Correlator output channel in real-time.,Performance – the Backend system shall ultimately be scaleable to an extent that it will be capable of handling up to two Gbytes per second per Correlator output channel in real-time.,No changes made - no ambiguous pronouns detected,False,few-shot,50,0.9999999,False,0.9100564046005547,0.8942945923840139,0.8783112984040785,0.8602302883775147,0.99581665,True,False,False
The MultiMahjongServer will allow connections from MultiMahjongClients and communicate with them using IP.,The MultiMahjongServer will allow connections from MultiMahjongClients and communicate with the MultiMahjongClients using IP.,'them' is replaced with 'the MultiMahjongClients' to clarify who is being communicated with.,The MultiMahjongServer will allow connections from MultiMahjongClients and communicate with them using IP.,The MultiMahjongServer will allow connections from MultiMahjongClients and communicate with them using IP.,No changes made - no ambiguous pronouns detected,False,few-shot,51,1.0000001,False,0.8645582954394498,0.8252989457182859,0.7819635630502907,0.7285959997974691,0.9875054,True,False,False
"The MultiMahjongServer will serve as a node for MultiMahjongClients. That is, it will be able to relay data received from one MultiMahjongClient to other MultiMahjongClients that request it.","The MultiMahjongServer will serve as a node for MultiMahjongClients. That is, the MultiMahjongServer will be able to relay data received from one MultiMahjongClient to other MultiMahjongClients that request the data.",'it' is replaced with 'the MultiMahjongServer' and the second 'it' with 'the data' to resolve both pronoun references.,"The MultiMahjongServer will serve as a node for MultiMahjongClients. That is, it will be able to relay data received from one MultiMahjongClient to other MultiMahjongClients that request it.","The MultiMahjongServer will serve as a node for MultiMahjongClients. That is, it will be able to relay data received from one MultiMahjongClient to other MultiMahjongClients that request it.",No changes made - no ambiguous pronouns detected,False,few-shot,52,1.0000001,False,0.8770357674896531,0.8441608363868076,0.8218499683017771,0.7988634909550008,0.9927448,True,False,False
"The MultiMahjongServer will automate the game initialisation functions (as opposed to the MultiMahjongClient doing them), such as: randomising tile order, randomising seating position and storing the ""Game Info"" database.","The MultiMahjongServer will automate the game initialisation functions (as opposed to the MultiMahjongClient doing the functions), such as: randomising tile order, randomising seating position and storing the ""Game Info"" database.",'them' is replaced with 'the functions' to specify what is being done.,"The MultiMahjongServer will automate the game initialisation functions (as opposed to the MultiMahjongClient doing them), such as: randomising tile order, randomising seating position and storing the ""Game Info"" database.","The MultiMahjongServer will automate the game initialisation functions (as opposed to the MultiMahjongClient doing them), such as: randomising tile order, randomising seating position and storing the ""Game Info"" database.",No changes made - no ambiguous pronouns detected,False,few-shot,53,1.0,False,0.9470285852295433,0.9330413860863309,0.9189689191943697,0.9031558045263164,0.9973129,True,False,False
The MultiMahjongServer will allow players on MultiMahjongClient programs to modify their own names and icons during gameplay (as opposed to only at the beginning).,The MultiMahjongServer will allow players on MultiMahjongClient programs to modify the players' own names and icons during gameplay (as opposed to only at the beginning).,'their' is replaced with 'the players'' to clarify whose names and icons are being modified.,The MultiMahjongServer will allow players on MultiMahjongClient programs to modify their own names and icons during gameplay (as opposed to only at the beginning).,The MultiMahjongServer will allow players on MultiMahjongClient programs to modify their own names and icons during gameplay (as opposed to only at the beginning).,No changes made - no ambiguous pronouns detected,False,few-shot,54,1.0,False,0.8942102056749142,0.8754952157154682,0.8563060014090408,0.8343864913664683,0.99561465,True,False,False
The MultiMahjongServer will support an architecture whereby all Computer Opponents (CO) required will reside on it instead of on the MultiMahjongClient programs.,The MultiMahjongServer will support an architecture whereby all Computer Opponents (CO) required will reside on the MultiMahjongServer instead of on the MultiMahjongClient programs.,'it' is replaced with 'the MultiMahjongServer' for explicit reference.,The MultiMahjongServer will support an architecture whereby all Computer Opponents (CO) required will reside on it instead of on the MultiMahjongClient programs.,The MultiMahjongServer will support an architecture whereby all Computer Opponents (CO) required will reside on it instead of on the MultiMahjongClient programs.,No changes made - no ambiguous pronouns detected,False,few-shot,55,1.0,False,0.9223578615862302,0.9013003854543941,0.8795837862358796,0.8546472208904508,0.99176633,True,False,False
